	pub_type	alt_people_text	name	pub_year	pub_journal	pub_vol	pub_issue	page_start	page_end	abstract	citations	download_link
	2	Debaleena Chakraborty, K.S.R.K. Murthy and D. Chakraborty	A new single strain gage technique for the accurate determination of mode I stress intensity factor in orthotropic composite materials	2014	Engineering Fracture Mechanics	124-125		142	154		0	
	2	D. K. Biswal, D. Bandopadhya , and S. K. Dwivedy	Evaluation of dehydration loss and investigation of its effect on bending response of segmented IPMC actuators	2010	International Journal of Smart and Nano Materials	110-116	3	187	200		2	
	2	Sahoo BB, Sahoo N, and Saha UK	Dual Fuel Performance Studies of a Small Diesel Engine Using Green Fuels	2011	Applied Mechanics and Materials	110-116	-	2101	2108		1	
	2	S. Mahto and U.S. Dixit	Comparative Dynamic Response of an Optimized Single Link Flexible manipulator	2012	Applied Mechanics and Materials	110-116	-	4748	4756		0	
	2	M. Ravi Sankar, V. K. Jain, and J. Ramkumar	Effect of Abrasive Medium ingredients on finishing of Al alloy and Al alloy/SiC Metal Matrix Composites using Rotational Abrasive Flow Finishing	2012	Applied Mechanics and Materials	110-116	-	1328	1335		0	
	2	H. Sarangi, K.S.R.K. Murthy and D. Chakraborty	Extent of three Parameter Zone and Optimum Strain Gage Location for Eccentric Cracked Configurations	2012	Applied Mechanics and Materials	110-116	-	127	134		0	
	2	D. K. Biswal, D. Bandopadhya , and S. K. Dwivedy	Fabrication and thermo mechanical analysis of pure silver-electrode ionic polymer-metal composite (IPMC) actuator	2012	Applied Mechanics and Materials	110-116	-	1199	1206		1	
	2	Chakraborty, D., Rathore, P. K. and Roy T.	Optimal Actuators Locations in Smart Fibre Reinforced Polymer Structures Using Genetic Algorithm	2012	Applied Mechanics and Materials	110-116	-	1278	1283		0	
	2	S.S. Mohapatra, P. Mahanta	Performance evaluation of quality drying in a natural convection grain dryer	2012	Applied Mechanics and Materials	110-116	-	2094	2100		1	
	0	Vimal Katiyar, M. Ravi Sankar, Arbind Prasad	Process for the preparation of resorbable polymeric composite U type bone staple								0	
	0	Vimal Katiyar, M. Ravi Sankar, Arbind Prasad	Process for the preparation of polymer based Cancellous screws and pins								0	
	0	Vimal Katiyar, M. Ravi Sankar, Arbind Prasad	Resorbable cortical screw								0	
	0	Vimal Katiyar, M. Ravi Sankar, Arbind Prasad	Resorbable polymer composite bone plate								0	
	0	Avilash Sahu, S K Dwivedy, P.S. Robi	Underwater vehicle								0	
	0	Nandan Kanan Das and Pankaj Biswas,	Design and development of JIG & FIXTURE for fabrication of cylindrical pin profile of FSW tool of tungsten carbide material using Wire EDM							Ref. No. 240P1901	0	
	0	U.S. Dixit, A.Ch. Borsaikia, A. Raj	Autoclaved aerated concrete(aac) block unit comprising in-built anchorage/frog on surface for enhancement of bonding and lateral/shear strength in masonry wall system							US Patent Number: 201831028883	0	
	0	Juan Chowdhury, Gaurav Kumar, Karuna Kalita, Sashindra K Kakoty	Linear Switched Reluctance Actuator for Powerloom							US Patent Number: 201731045107	0	
	0	Juan Chowdhury, Gaurav Kumar, Karuna Kalita, Sashindra K Kakoty	High Force Density Quad Air Gap Switched Reluctance Motor							US Patent Number: 201731045006	0	
	0	Gaurav Kumar, Karuna Kalita, Kari Tammi, Seamus D Garvey, WKS Khoo	Generation of Selective Pole Pair Field and Selective Frequency Transverse Force in Bridge Configured Winding Electrical Machines							US Patent Number: 201831000913	0	
	0	Mishra SC, Pantangi VK.	Porous Radiant Burner for Domestic LPG Cooking Device with Improved Thermal Efficiency and Reduced Emissions of CO and NOx. Patent Number							US Patent Number: E-2/548/2013-KOL	0	
	0	Mishra SC, Niraj Kumar Mishra	Self-Aspirated LPG Domestic Cooking Stove with a Two-Layer Porous Radiant Burner,							Indian Patent No: 543/KOL/2015	0	
	0	Mishra SC, Niraj Kumar Mishra and Snehasish Panigrahi	Medium-Scale Self-Aspirated Improved Air Entrainment LPG Cooking Stove with a Two-Layer Porous Radiant Burner,							Indian Patent No: 201631015526 dated on 4th May 2016	0	
	0	Mishra SC, G.S. Sinha, M Sharma, N Mishra, P. Mahanta,	Self-Aspirated Pressurized Kerosene Cooking Stove with a Porous Radiant Burner,							Application No: 201631037245 dated on 31st October 2016.	0	
	0	G.S. Sinha, L K Kaushik M Sharma, N Shanmuga Priya, S Kanagaraj	Self-Aspirated Pressurized Kerosene Cooking Stove with a Porous Radiant Burner with Nanoparticles blended.							Application No: 201831003156 (TEMP/E-1/3419/2018-KOL) dated on 27th Jan 2018	0	
	1	S. Bag and M. R. Amin	Simulation based study on ultra-short pulse laser welding of dissimilar materials expending phase lag influence	2017	IMECE 17, November 3 - 9, 2017, Tampa, Florida, USA.						0	
	1	S. Bag	Microscale heat transfer in fusion welding of glass by ultra-short pulse laser using dual phase lag effects	2017	International Conference on Recent Advances in Materials & Manufacturing Technologies (IMMT 2017), 28th - 29th November, 2017, Dubai.						0	
	1	B. Das, S. Pal and S. Bag	Weld defect identification in friction stir welding using power spectral density	2017	International Conference on Recent Advances in Materials & Manufacturing Technologies (IMMT 2017), 28th - 29th November, 2017, Dubai.						0	
	1	S. Bag:	Feasibility of dissimilar microwelding using femtosecond pulse laser	2017	5th International Congress of the International Institute of Welding, 7th - 9th December, 2017, Chennai, India.						0	
	1	A. Sahu and S. Bag	Micro-plasma Arc welding of Inconel718 thin Sheets,	2017	5th International Congress of the International Institute of Welding, 7th - 9th December, 2017, Chennai, India.						0	
	1	S. Bag, D. K. Yaduwanshi and S. Pal	Role of physical variables in dynamic recrystallization during friction stir welding of aluminium alloy	2017	Advances in Materials & Processing Technologies, 11th - 14th December, 2017, Chennai, India.						0	
	1	B. Kumar, M. Baruah and S. Bag	On the effect of heat input in cooling rate and microstructure of laser welded Ti-6Al-4V alloy	2017	Advances in Materials & Processing Technologies, 11th - 14th December, 2017, Chennai, India.						0	
	1	Avinish Tiwar, Piyush Singh, Pankaj Biswas and Sachin D. Kore	Effect of traverse speed on FSW of AISI 1006 low carbon steel	2017	10th International Conference on Precision, Meso, Micro and Nano Engineering (COPEN 2017), 7-9 December 2017, IIT Madras.						0	
	1	Jena, S. R., Dalal, A., and Natarajan, G.	Development of Turbulent Axisymmetric Solver Over a Hybrid Unstructured Grid	2017	44th National Conference on Fluid Mechanics and Fluid Power, Amrita University, Kollam, India						0	
	1	Pandey, V., Biswas, G., and Dalal, A.	Dependence of Growth Rate, Pinch-off Velocity and Size of a Single Bubble During Film Boiling on Superheat and Gravity-level	2017	Proceedings of the 24th National and 2nd International ISHMT-ASTFE Heat and Mass Transfer Conference, BITS-Pilani, Hyderabad, India.						0	
	1	Thirumalaisamy, R., Parmananda, M., Dalal, A., and Natarajan, G.,	Development of a Low Mach Number Solver to Study Combined Turbulent Convective-Radiative Heat Transfer	2017	6th Asian Symposium on Computation Heat Transfer and Fluid Flow, IIT Madras, India.						0	
	1	Nath, B., Borthakur, M. P., Biswas, G. and Dalal, A.,	Deformation of a Droplet in Constricted Microfluidic Channels at Low Reynolds number	2017	6th Asian Symposium on Computation Heat Transfer and Fluid Flow, IIT Madras, India.						0	
	1	Nath, B., Borthakur, M. P., Biswas, G. and Dalal, A., USA	Dynamics of Droplet Deformation in Microchannels with Symmetric and Asymmetric Constrictions	2017	Proceedings of the ASME 2017 International Mechanical Engineering Congress & Exposition, Tampa, Florida,						0	
	1	Manik, J., Parmananda, M., Kotoky, S., Borgohain, P., Dalal, A., and Natarajan, G.,	Lessons from Anupravaha: Towards a General Purpose Computational Framework on Hybrid Unstructured Meshes for Multi-Physics Applications	2017	ICHMT International Symposium on Advances in Computational Heat Transfer, Napoli, Italy.						0	
	1	Pushp S., Bhardwaj B., Hazarika S.M.	Cognitive Decision Making for Navigation Assistance Based on Intent Recognition	2017	In: Ghosh A., Pal R., Prasath R. (eds) Mining Intelligence and Knowledge Exploration. MIKE 2017. Lecture Notes in Computer Science, vol 10682. Springer, Hyderabad, India						0	
	1	A. Singh, P. Kumari	Accurate stress solution for laminated rectangular plates bonded with functionally graded adhesive interlayer and subjected to transverse loading	2017	INCAM – 2017, 5-7 July 2017, MNNIT Allahabad, India						0	
	1	S Behera, P Kumari	Free vibration analysis of piezoelectric plate using Mixed-field Extended Kantorovich Method	2017	INCAM – 2017, 5-7 July 2017, MNNIT Allahabad, India						0	
	1	A. Singh, R. Hazarika, P. Kumari	Three-dimensional analytical solution of FGM panel with varying material properties along in-plane directions using Extended Kantorovich Method	2017	ICCE-25, 16-22 July, 2017, Rome, Italy						0	
	1	P. Kumari	Three dimensional solutions for smart composite/sandwich plates subjected to Levy-type support conditions using extended Kantorovich method	2017	3rd Euro Congress on Iron, Steel and Construction Engineering , November 16-17, 2017 London, United Kingdom						0	
	1	S. Kar and P. Kumari	A review on three-dimensional solution approaches for bending and dynamic analysis of piezolaminated cylindrical shell structures	2017	13th International Conference on Vibration Problems (ICOVP-2017) 29th November - 2nd December, 2017						0	
	1	S. Behera and P. Kumari	Effect of adhesive thickness on the free vibration of arbitrary supported smart plates	2017	13th International Conference on Vibration Problems (ICOVP-2017) 29th November - 2nd December, 2017						0	
	1	B. Prabhakar, P. Kumari, S. Agyapal and K. Shranish ,	Experimental study of piezoelectric beam under free and forced vibration response for energy harvestin application	2017	13th International Conference on Vibration Problems (ICOVP-2017) 29th November - 2nd December, 2017						0	
	1	A. Singh, P. Kumari	Analytical solution of functionally graded beam having longitudinal stiffness variation.	2017	International Conference on Composite Materials and Structures, 27-29th December 2017, Hyderabad, India						0	
	1	P. Kumari. S. Kar	Three dimensional elasticity solution for a simply supported cylindrical composite panel using the extended Kantorovich method.	2017	International Conference on Composite Materials and Structures, 27-29th December 2017, Hyderabad, India						0	
	1	Jasinta PE, Lakshmi DVN, Yashwant K, Muthukumar, P	Drying characteristic of mixed mode type solar dryer using forced convection and thermal storage for ginger	2017	Proceedings of the 24th National and 2nd International ISHMT-ASTFE Heat and Mass Transfer conference (ihmtc-2017), BITS Pilani, Hyderabad, December 27-30, 2017						0	
	1	Lakshmi DVN, Muthukumar P, Apurba Layek, Abhimanyu KS, Sushoban D	Performance analysis of double pass counter flow solar air heater for drying application	2017	Proceedings of the 24th National and 2nd International ISHMT-ASTFE Heat and Mass Transfer conference (ihmtc-2017), BITS Pilani, Hyderabad, December 27-30, 2017						0	
	1	Kaushik L K, Deb S, Muthukumar P	Assessment of energy saving potential in self aspirated LPG stove with porous radiant burner	2017	Proceedings of the 24th National and 2nd International ISHMT-ASTFE Heat and Mass Transfer conference (ihmtc-2017), BITS Pilani, Hyderabad, December 27-30, 2017.						0	
	1	Niyas H, Muthukumar P	Appropriate sizing prediction and performance evaluation of the shell-and-tube latent heat storage uni	2017	Proceedings of the 24th National and 2nd International ISHMT-ASTFE Heat and Mass Transfer conference (ihmtc-2017), BITS Pilani, Hyderabad, December 27-30, 2017						0	
	1	Lakshmi DVN, Apurba Layek, Muthukumar, P	Performance analysis of a mixed mode forced convection solar dryer with and without thermal energy storage heat exchanger	2017	Presented at International Conference on Mechanical Materials and Renewable Energy, Sikkim Manipal Institute of Technology, Sikkim,8-10th Dec 2017						0	
	1	Kaushik L K, Deb S, Muthukumar P.	Energy Saving and Techno-economic Assessment of Self Aspirated Domestic LPG Stove with Porous Radiant Burner	2017	Presented at International Conference on Mechanical Materials and Renewable Energy, Sikkim Manipal Institute of Technology, Sikkim,8-10th Dec 2017						0	
	1	U K Tarai, P S Robi and Sukhomay Pal	Development of a Novel Ni-Fe-Cr-B-Si Interlayer Material for Transient Liquid Phase Bonding of Inconel 718	2017	International Conference on Recent Advances in Materials & Manufacturing Technologies (IMMT 2017), BITS Pilani Dubai Campus, Dubai, UAE, November 28-29, 2017						0	
	1	A. Singh, N. A. Manikandan, M. Ravi Sankar, K. Pakshirajan, L. Roy	Experimental Investigation and Surface Morphology of Bio-Micromachining on Copper	2017	7th International Conference of Materials Processing and Characterization (ICMPC), 17-19 March, 2017, GRIET Hyderabad, India, 2017.						0	
	1	B.V. Ramanaiah, B. Manikanta, M. Ravi Sankar, M.Malhotra, K. Kumar Gajrani	Experimental Study of Deflection and Surface Roughness in Thin Wall Machining of Aluminum Alloy	2017	7th International Conference of Materials Processing and Characterization (ICMPC), 17-19 March, 2017, GRIET Hyderabad, India, 2017.						0	
	1	K. Kumar Gajrani, P. S. Suvin, S.Vasu Kailash, M. Ravi Sankar	Comparative studies on thermal, rheological behavior of eco-friendly cutting fluids and their machining performance	2017	6th International and 27th All India Manufacturing Technology Design and Research (AIMTDR) Conference, 16-18 December, 2016, COEP Pune						0	
	1	K. Kumar Gajrani, S. Kumar Mallick,M. Ravi Sankar	Comparative Studies on Mineral Oil, Eco Friendly Bio-Cutting Fluids Treatment and their Machining Performance	2017	,National Conference on Sustainable Mechanical Engineering: Today and Beyond (SMETB), March 25-26, 2017, Tezpur University, India.(Best Paper Award)						0	
	1	M. Ravi Sankar, K. Kumar Gajrani	Cutting Fluid Emissions and Eco-Friendly Cutting Fluid for Sustainable Machining	2017	Proceedings of the National Conference on Sustainable Mechanical Engineering: Today and Beyond (SMETB), March 25-26, 2017, Tezpur University, Assam, India.						0	
