page_ptr	id	path	depth	numchild	title	draft_title	slug	content_type	live	has_unpublished_changes	url_path	owner	seo_title	show_in_menus	search_description	go_live_at	expire_at	expired	locked	first_published_at	last_published_at	latest_revision_created_at	live_revision	document	name	abstract	pub_type	download_link	pub_issue	pub_year	pub_journal	pub_vol	page_start	page_end	citations	alt_people_text
1249	1249	00010001000300010014	5	0	Energy, Entransy and Exergy Analyses of a Liquid Desiccant Regenerator	Energy, Entransy and Exergy Analyses of a Liquid Desiccant Regenerator	2018_2_energy-entransy-and-exergy-analyses-of-a-liquid-desiccant-regenerator	18	1	0	/mech/research/publications/2018_2_energy-entransy-and-exergy-analyses-of-a-liquid-desiccant-regenerator/			0				0	0						Energy, Entransy and Exergy Analyses of a Liquid Desiccant Regenerator		2		https://doi.org/10.1016/j.ijrefrig.2018.08.016	2018-01-01	International Journal of Refrigeration	Article in Press			0	B Kiran Naik, P Muthukumar
1250	1250	00010001000300010015	5	0	Thermal modelling and parametric investigations on coupled heat and mass transfer processes occurred in a packed tower	Thermal modelling and parametric investigations on coupled heat and mass transfer processes occurred in a packed tower	2018_2_thermal-modelling-and-parametric-investigations-on-coupled-heat-and-mass-transfer-processes-occurred-in-a-packed-tower	18	1	0	/mech/research/publications/2018_2_thermal-modelling-and-parametric-investigations-on-coupled-heat-and-mass-transfer-processes-occurred-in-a-packed-tower/			0				0	0						Thermal modelling and parametric investigations on coupled heat and mass transfer processes occurred in a packed tower		2		https://doi.org/10.1007/s00231-018-2440-1	2018-01-01	Heat and Mass Transfer	Article in Press	1	18	0	B Kiran Naik, P Muthukumar, C Bhattacharyya
1251	1251	00010001000300010016	5	0	Surface Tension Driven Filling in a Soft Microchannel: Role of Streaming Potential	Surface Tension Driven Filling in a Soft Microchannel: Role of Streaming Potential	2019_2_surface-tension-driven-filling-in-a-soft-microchannel-role-of-streaming-potential	18	1	0	/mech/research/publications/2019_2_surface-tension-driven-filling-in-a-soft-microchannel-role-of-streaming-potential/			0				0	0						Surface Tension Driven Filling in a Soft Microchannel: Role of Streaming Potential		2			2019-01-01	Industrial & Engineering Chemistry Research	Article in Press	DOI: 10.1021/acs.iecr.9b00767		0	S. gorthi, H. S. Gaikwad, P. K. Mondal, G. Biswas
1252	1252	00010001000300010017	5	0	Effects of lubricant on the surface durability of an injection molded polyamide 66 spur gear paired with a steel gear	Effects of lubricant on the surface durability of an injection molded polyamide 66 spur gear paired with a steel gear	2019_2_effects-of-lubricant-on-the-surface-durability-of-an-injection-molded-polyamide-66-spur-gear-paired-with-a-steel-gear	18	1	0	/mech/research/publications/2019_2_effects-of-lubricant-on-the-surface-durability-of-an-injection-molded-polyamide-66-spur-gear-paired-with-a-steel-gear/			0				0	0						Effects of lubricant on the surface durability of an injection molded polyamide 66 spur gear paired with a steel gear		2			2019-01-01	Tribology International	Article In Press			0	Sarita Bharti, S Senthilvelan
1253	1253	00010001000300010018	5	0	A simple technique for estimation of mixed mode (I/II) stress intensity factors	A simple technique for estimation of mixed mode (I/II) stress intensity factors	2018_2_a-simple-technique-for-estimation-of-mixed-mode-iii-stress-intensity-factors	18	1	0	/mech/research/publications/2018_2_a-simple-technique-for-estimation-of-mixed-mode-iii-stress-intensity-factors/			0				0	0						A simple technique for estimation of mixed mode (I/II) stress intensity factors		2			2018-01-01	Journal of Mechanics of Materials and Structures	Acepted for publication			0	S. Sajith, K. S. R. Krishna Murthy and P. S. Robi
1254	1254	00010001000300010019	5	0	A point substitution displacement technique for estimation of elastic notch stress intensities of sharp V-notched bodies	A point substitution displacement technique for estimation of elastic notch stress intensities of sharp V-notched bodies	2018_2_a-point-substitution-displacement-technique-for-estimation-of-elastic-notch-stress-intensities-of-sharp-v-notched-bodies	18	1	0	/mech/research/publications/2018_2_a-point-substitution-displacement-technique-for-estimation-of-elastic-notch-stress-intensities-of-sharp-v-notched-bodies/			0				0	0						A point substitution displacement technique for estimation of elastic notch stress intensities of sharp V-notched bodies		2			2018-01-01	Journal of Mechanics of Materials and Structures	Acepted for publication			0	M.K. Hussian and K.S.R.K. Murthy
1255	1255	0001000100030001001A	5	0	Shear-based vibration control of annular sandwich plates using different piezoelectric fiber composites: A comparative study	Shear-based vibration control of annular sandwich plates using different piezoelectric fiber composites: A comparative study	2019_2_shear-based-vibration-control-of-annular-sandwich-plates-using-different-piezoelectric-fiber-composites-a-comparative-study	18	1	0	/mech/research/publications/2019_2_shear-based-vibration-control-of-annular-sandwich-plates-using-different-piezoelectric-fiber-composites-a-comparative-study/			0				0	0						Shear-based vibration control of annular sandwich plates using different piezoelectric fiber composites: A comparative study		2			2019-01-01	Journal of Sandwich Structures & Materials	Accepted(doi.org/10.1177/1099636219838446)			0	M. K. Dubey and S. Panda
1256	1256	0001000100030001001B	5	0	A Game Theory based Land Layout Optimization of Cities Using Genetic Algorithm	A Game Theory based Land Layout Optimization of Cities Using Genetic Algorithm	2018_2_a-game-theory-based-land-layout-optimization-of-cities-using-genetic-algorithm	18	1	0	/mech/research/publications/2018_2_a-game-theory-based-land-layout-optimization-of-cities-using-genetic-algorithm/			0				0	0						A Game Theory based Land Layout Optimization of Cities Using Genetic Algorithm		2			2018-01-01	International Journal of Management Science and Engineering Management	Accepted, Available onlint			0	Parth Paritosh, Bhaben Kalita and Deepak Sharma
1257	1257	0001000100030001001C	5	0	Evolutionary Multi-Objective Optimization for Bulldozer and its Blade in Soil Cutting	Evolutionary Multi-Objective Optimization for Bulldozer and its Blade in Soil Cutting	2018_2_evolutionary-multi-objective-optimization-for-bulldozer-and-its-blade-in-soil-cutting	18	1	0	/mech/research/publications/2018_2_evolutionary-multi-objective-optimization-for-bulldozer-and-its-blade-in-soil-cutting/			0				0	0						Evolutionary Multi-Objective Optimization for Bulldozer and its Blade in Soil Cutting		2			2018-01-01	International Journal of Management Science and Engineering Management	Accepted, Available onlint			0	Nada Barakat and Deepak Sharma
1258	1258	0001000100030001001D	5	0	Modeling and Bi-Objective Optimization of Soil Cutting and Pushing Process for Bulldozer and its Blade	Modeling and Bi-Objective Optimization of Soil Cutting and Pushing Process for Bulldozer and its Blade	2018_2_modeling-and-bi-objective-optimization-of-soil-cutting-and-pushing-process-for-bulldozer-and-its-blade	18	1	0	/mech/research/publications/2018_2_modeling-and-bi-objective-optimization-of-soil-cutting-and-pushing-process-for-bulldozer-and-its-blade/			0				0	0						Modeling and Bi-Objective Optimization of Soil Cutting and Pushing Process for Bulldozer and its Blade		2			2018-01-01	Journal of The Institution of Engineers (India): Series C	Accepted, Available onlint			0	Nada Barakat and Deepak Sharma
1259	1259	0001000100030001001E	5	0	Evolutionary Bi-Objective Optimization for Bulldozer and its Blade in Soil Cutting	Evolutionary Bi-Objective Optimization for Bulldozer and its Blade in Soil Cutting	2018_2_evolutionary-bi-objective-optimization-for-bulldozer-and-its-blade-in-soil-cutting	18	1	0	/mech/research/publications/2018_2_evolutionary-bi-objective-optimization-for-bulldozer-and-its-blade-in-soil-cutting/			0				0	0						Evolutionary Bi-Objective Optimization for Bulldozer and its Blade in Soil Cutting		2			2018-01-01	Journal of The Institution of Engineers (India): Series C	Accepted, Available onlint			0	Deepak Sharma and Nada Barakat
1260	1260	0001000100030001001F	5	0	Performance Evaluation of a Mechanical Draft Cross Flow Cooling Towers Employed in a Subtropical Region	Performance Evaluation of a Mechanical Draft Cross Flow Cooling Towers Employed in a Subtropical Region	2018_2_performance-evaluation-of-a-mechanical-draft-cross-flow-cooling-towers-employed-in-a-subtropical-region	18	1	0	/mech/research/publications/2018_2_performance-evaluation-of-a-mechanical-draft-cross-flow-cooling-towers-employed-in-a-subtropical-region/			0				0	0						Performance Evaluation of a Mechanical Draft Cross Flow Cooling Towers Employed in a Subtropical Region		2			2018-01-01	Journal of The Institution of Engineers (India)	Accepted on 28th Dec 2017			0	Muthukumar P, Bukke Kiran Naik, Amarendra Goswami
1261	1261	0001000100030001001G	5	0	A Novel Encapsulation Technique for Performance Improvements in Latent Heat Storage System	A Novel Encapsulation Technique for Performance Improvements in Latent Heat Storage System	2018_2_a-novel-encapsulation-technique-for-performance-improvements-in-latent-heat-storage-system	18	1	0	/mech/research/publications/2018_2_a-novel-encapsulation-technique-for-performance-improvements-in-latent-heat-storage-system/			0				0	0						A Novel Encapsulation Technique for Performance Improvements in Latent Heat Storage System		2			2018-01-01	Solar Energy	Accepted on 15 Jan 2018			0	Hakeem Niyas, Muthukumar P
1262	1262	0001000100030001001H	5	0	Environmental friendly hard machining performance of uncoated and MoS2 coated mechanical micro-textured tungsten carbide cutting tools	Environmental friendly hard machining performance of uncoated and MoS2 coated mechanical micro-textured tungsten carbide cutting tools	2018_2_environmental-friendly-hard-machining-performance-of-uncoated-and-mos2-coated-mechanical-micro-textured-tungsten-carbide-cutting-tools	18	1	0	/mech/research/publications/2018_2_environmental-friendly-hard-machining-performance-of-uncoated-and-mos2-coated-mechanical-micro-textured-tungsten-carbide-cutting-tools/			0				0	0						Environmental friendly hard machining performance of uncoated and MoS2 coated mechanical micro-textured tungsten carbide cutting tools		2			2018-01-01	Tribology International	Accepted for Publication			0	K. K. Gajrani, S. Suresh, M. Ravi Sankar,
1263	1263	0001000100030001001I	5	0	Laser Surface Melting of Al-12Si-4Cu-1.2Mn Alloy	Laser Surface Melting of Al-12Si-4Cu-1.2Mn Alloy	2018_2_laser-surface-melting-of-al-12si-4cu-12mn-alloy	18	1	0	/mech/research/publications/2018_2_laser-surface-melting-of-al-12si-4cu-12mn-alloy/			0				0	0						Laser Surface Melting of Al-12Si-4Cu-1.2Mn Alloy		2			2018-01-01	International Journal of Mechatronics and Manufacturing Systems	Accepted for Publication			0	W. Jiru, M. Ravi Sankar, U. S. Dixit
1264	1264	0001000100030001001J	5	0	Limiting thermal characteristics for flow of non-Newtonian fluids between asymmetrically heated parallel plates: An analytical study	Limiting thermal characteristics for flow of non-Newtonian fluids between asymmetrically heated parallel plates: An analytical study	2018_2_limiting-thermal-characteristics-for-flow-of-non-newtonian-fluids-between-asymmetrically-heated-parallel-plates-an-analytical-study	18	1	0	/mech/research/publications/2018_2_limiting-thermal-characteristics-for-flow-of-non-newtonian-fluids-between-asymmetrically-heated-parallel-plates-an-analytical-study/			0				0	0						Limiting thermal characteristics for flow of non-Newtonian fluids between asymmetrically heated parallel plates: An analytical study		2			2018-01-01	Proceedings of the Institution of Mechanical Engineers, Part E: Journal of Process Mechanical Engineering	Accepted for Publication			0	S. Pati, P.K. Mondal
1265	1265	0001000100030001001K	5	0	Analysis of the effects of Joule heating and viscous dissipation on combined pressure-driven and electrokinetic flows in a two-parallel plate channel with unequal constant temperatures	Analysis of the effects of Joule heating and viscous dissipation on combined pressure-driven and electrokinetic flows in a two-parallel plate channel with unequal constant temperatures	2018_2_analysis-of-the-effects-of-joule-heating-and-viscous-dissipation-on-combined-pressure-driven-and-electrokinetic-flows-in-a-two-parallel-plate-channel-with-unequal-constant-temperatures	18	1	0	/mech/research/publications/2018_2_analysis-of-the-effects-of-joule-heating-and-viscous-dissipation-on-combined-pressure-driven-and-electrokinetic-flows-in-a-two-parallel-plate-channel-with-unequal-constant-temperatures/			0				0	0						Analysis of the effects of Joule heating and viscous dissipation on combined pressure-driven and electrokinetic flows in a two-parallel plate channel with unequal constant temperatures		2			2018-01-01	Proceedings of the Institution of Mechanical Engineers, Part E: Journal of Process Mechanical Engineering	Accepted for Publication			0	H.S. Gaikwad, P.K. Mondal, D. N. Basu, N. Chimres, S. Wongwises
1266	1266	0001000100030001001L	5	0	Higher-order Hermite enriched contact finite elements for adhesive contact problems,	Higher-order Hermite enriched contact finite elements for adhesive contact problems,	2018_2_higher-order-hermite-enriched-contact-finite-elements-for-adhesive-contact-problems	18	1	0	/mech/research/publications/2018_2_higher-order-hermite-enriched-contact-finite-elements-for-adhesive-contact-problems/			0				0	0						Higher-order Hermite enriched contact finite elements for adhesive contact problems,		2			2018-01-01	International Journal of Materials and Structural Integrity,	Accepted for Publication			0	Vishal Agrawal, Sachin S. Gautam
